<CdSiteHydro>,<LbSiteHydro>,<Annee>,<TypeCampObservations>,<DtRealObservation>,<LbRsObservationDpt>,<RsObservationDpt>,<LbRsObservationNat>,<RsObservationNat>,<NomEntiteHydrographique>,<CdTronconHydrographique>,<LbCommune>,<CdCommune>,<CdDepartement>,<LbRegion>,<NomCircAdminBassin>,<CoordXSiteHydro>,<CoordYSiteHydro>,<ProjCoordSiteHydro>,FLG
J8300001,Le Ninian,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,le Ninian,J83-0300,LAURENAN,22122,22,BRETAGNE,LOIRE-BRETAGNE,288393.7625,6801157.1303125,26,FLG
J2514011,Le Dourduff,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Dourduff,J2514000,PLOUEGAT-GUERAND,29182,29,BRETAGNE,LOIRE-BRETAGNE,208428.515625,6853605.883125,26,FLG
J2605411,le jarlot,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J26-0300,PLOUGONVEN,29191,29,BRETAGNE,LOIRE-BRETAGNE,202104.368125,6840931.55,26,FLG
J2614011,Ruisseau de Coat Losquet,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J2615000,PLOUNEOUR-MENEZ,29202,29,BRETAGNE,LOIRE-BRETAGNE,193742.73,6840149.0375,26,FLG
J2710001,le coat toulzac'h,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Coat Toulzac'h,J2714000,PLOUNEOUR-MENEZ,29202,29,BRETAGNE,LOIRE-BRETAGNE,192290.8025,6839312.425,26,FLG
J3014332,Ru de Santec,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3017000,SANTEC,29273,29,BRETAGNE,LOIRE-BRETAGNE,183631.53125,6868008.6775,26,FLG
J3014331,HORN,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3014700,GUICLAN,29068,29,BRETAGNE,LOIRE-BRETAGNE,183086.48033884,6849876.54071921,26,FLG
J3024011,Le GUILLEC,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3024050,PLOUGAR,29187,29,BRETAGNE,LOIRE-BRETAGNE,173378.268396296,6852813.51207546,26,FLG
J3030002,Ruisseau de la Palud,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3034900,CLEDER,29030,29,BRETAGNE,LOIRE-BRETAGNE,174547.633733836,6866791.03485046,26,FLG
J3030001,Ruisseau de port neuf,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3034100,CLEDER,29030,29,BRETAGNE,LOIRE-BRETAGNE,178351.521858836,6866152.78047545,26,FLG
J3104012,Ruisseau ar rest,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Ar Rest,J3105600,PLOUNEVEZ-LOCHRIST,29206,29,BRETAGNE,LOIRE-BRETAGNE,169783.283699247,6862356.82388065,26,FLG
J3104013,Ruisseau le frout,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Frout,J3108000,TREFLEZ,29287,29,BRETAGNE,LOIRE-BRETAGNE,166638.641283777,6862331.14717907,26,FLG
J3104011,Ruisseau de LEZERIDER,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3109000,BRIGNOGAN-PLAGE,29021,29,BRETAGNE,LOIRE-BRETAGNE,159773.55625,6866422.63275,26,FLG
J3335411,Le KERESCAR,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3334000,PLOUMOGUER,29201,29,BRETAGNE,LOIRE-BRETAGNE,130515.159375,6837814.97375,26,FLG
J3350001,LE COSTOUR,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3354300,GUIPAVAS,29075,29,BRETAGNE,LOIRE-BRETAGNE,151109.90392795,6837809.57035825,26,FLG
J3413031,Le Quinquis,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3415800,PLOUGOURVEST,29193,29,BRETAGNE,LOIRE-BRETAGNE,177871.878699774,6849577.9955992,26,FLG
J3514011,LA MIGNONNE,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3514000,LE TREHOU,29294,29,BRETAGNE,LOIRE-BRETAGNE,175071.2932193,6832669.31181233,26,FLG
J3520001,Rumengol,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3526400,LE FAOU,29053,29,BRETAGNE,LOIRE-BRETAGNE,172191.216965806,6825766.70444923,26,FLG
J3834011,Le Kerambellec,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,ruisseau de Kerambellec,J3834900,BRASPARTS,29016,29,BRETAGNE,LOIRE-BRETAGNE,185166.241261234,6821643.04964563,26,FLG
J3814711,STER GOANEZ,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3815300,LOQUEFFRET,29141,29,BRETAGNE,LOIRE-BRETAGNE,192310.269654519,6822800.21573042,26,FLG
J3607511,Le Squiriou,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Beurc'hoat,J3607000,BERRIEN,29007,29,BRETAGNE,LOIRE-BRETAGNE,204541.274531439,6833456.91634382,26,FLG
J3607512,AULNE,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,l'Aulne,J3--0180,BOLAZEC,29012,29,BRETAGNE,LOIRE-BRETAGNE,215719.413579037,6836105.20140433,26,FLG
J3910001,Ruisseau de Kerloc'h,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Kerloc'h,J3914000,CROZON,29042,29,BRETAGNE,LOIRE-BRETAGNE,148299.84875,6821354.30000001,26,FLG
J3930001,LAPIC,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,"",J3934750,LOCRONAN,29134,29,BRETAGNE,LOIRE-BRETAGNE,165188.385960538,6803335.66045672,26,FLG
J3930002,RIS,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,ruisseau le névet,J3936500,PLOGONNEC,29169,29,BRETAGNE,LOIRE-BRETAGNE,160871.067345909,6799388.86000346,26,FLG
J4014011,GOYEN,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Goyen,J4014000,PLONEIS,29173,29,BRETAGNE,LOIRE-BRETAGNE,162991.10158821,6792476.87762363,26,FLG
J4125721,Rivière de Pont l'Abbé,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Pont l'Abbé,J4124000,PLOGASTEL-SAINT-GERMAIN,29167,29,BRETAGNE,LOIRE-BRETAGNE,157221.5775,6790170.72250001,26,FLG
J4300001,STEIR,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,le Steir,J43-0300,QUEMENEVEN,29229,29,BRETAGNE,LOIRE-BRETAGNE,171206.329074531,6804693.7616277,26,FLG
J4201921,ODET,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,l'Odet,J4--0190,LAZ,29122,29,BRETAGNE,LOIRE-BRETAGNE,195664.220000002,6801883.20729168,26,FLG
J4600001,AVEN,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,l'Aven,J46-0300,CORAY,29041,29,BRETAGNE,LOIRE-BRETAGNE,193207.008125002,6795908.17479167,26,FLG
J4803011,ISOLE,2014,complémentaire,2014-07-30,Ecoulement visible,1,Ecoulement visible,1,l'Isole,J48-0300,SCAER,29274,29,BRETAGNE,LOIRE-BRETAGNE,199029.882791679,6797358.53625,26,FLG
U0900001,La Vingeanne à Aprey,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,"","",APREY,52014,52,CHAMPAGNE-ARDENNE,RHONE-MEDITERRANEE-CORSE,864837.136311412,6742526.49475725,26,FLG
U0715011,La Resaigne au Pailly,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Resaigne,U0710500,LE PAILLY,52374,52,CHAMPAGNE-ARDENNE,RHONE-MEDITERRANEE-CORSE,881496.787961917,6745728.70000081,26,FLG
U0040505,Le Ruisseau des Ferrières à Fresnes-sur-Apance,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau de Ferrières,U0040700,FRESNES-SUR-APANCE,52208,52,CHAMPAGNE-ARDENNE,RHONE-MEDITERRANEE-CORSE,910931.400389294,6764519.90533759,26,FLG
F5010001,Le Val de Gris à Neuilly l'Eveque,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau du Val de Gris,F5010600,NEUILLY-L'EVEQUE,52348,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,883841.460106446,6759568.20198753,26,FLG
F5030001,Le Varolet à Bonnecourt,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau du Varolet,F5031000,BONNECOURT,52059,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,884611.257966089,6763558.24595575,26,FLG
F5000001,La Marne à Langres,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Marne,F---0100,LANGRES,52269,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,877181.339986301,6753372.80488699,26,FLG
F5030002,Le Poinson à Poinson-les-Nogent,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau de Poinson,F5037000,POINSON-LES-NOGENT,52396,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,877329.859061644,6768272.88935274,26,FLG
F1000001,La Germainelle à Germaines,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Germainelle,F1007000,GERMAINES,52216,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,852136.1715,6746165.385,26,FLG
F5160001,La Sueurre à Ecot la Combe,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Sueurre,F5160600,ECOT-LA-COMBE,52183,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,876648.390998931,6793594.59517005,26,FLG
F5160002,La Manoise à Orquevaux,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Manoise,F5167000,ORQUEVAUX,52369,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,878367.896158295,6804672.92733262,26,FLG
F1250001,La Laines à Anglus,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Laines,F1250600,CEFFONDS,52088,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,828937.836218616,6812348.6880323,26,FLG
F5330001,Le Ruisseau de Prêle à Humbécourt,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Fossé 02 de la Commune de Humbecourt,F5334000,HUMBECOURT,52244,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,840363.598950081,6833546.66804473,26,FLG
F5280001,Le Charles Quint à Perthes,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Fosse de Charles Quint,F5286000,PERTHES,52386,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,834883.537822789,6841805.08810119,26,FLG
U0704011,Le Salon à Torcenay,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Salon,U07-0400,TORCENAY,52492,52,CHAMPAGNE-ARDENNE,RHONE-MEDITERRANEE-CORSE,883408.150143782,6748501.13217567,26,FLG
U0204002,L'Amance à la Haute-Amance,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,L'Amance,U0200500,HAUTE-AMANCE,52242,52,CHAMPAGNE-ARDENNE,RHONE-MEDITERRANEE-CORSE,890284.01305318,6753846.37768364,26,FLG
U0040506,L'Apance à Larivière-Arnoncourt,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,L'Apance,U0040500,LARIVIERE-ARNONCOURT,52273,52,CHAMPAGNE-ARDENNE,RHONE-MEDITERRANEE-CORSE,904878.413227311,6773283.26541688,26,FLG
F5050001,La Suize à Ormancey,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Suize,F5050600,ORMANCEY,52366,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,863349.565890574,6759671.23436947,26,FLG
B0000001,La Meuse à Dammartin-sur-Meuse,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Meuse,B---0000,DAMMARTIN-SUR-MEUSE,52162,52,CHAMPAGNE-ARDENNE,RHIN-MEUSE,892153.8045148,6768813.43233655,26,FLG
B0020001,La Meuse à Bassoncourt,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Meuse,B---0000,BASSONCOURT,52038,52,CHAMPAGNE-ARDENNE,RHIN-MEUSE,889449.07895045,6777280.7067722,26,FLG
F1230001,L'Héronne à Planrupt,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Heronne,F1230600,PLANRUPT,52391,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,832116.386977943,6825919.68069254,26,FLG
F5230001,L'Osne à Osne-le-Val,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,L'Osne,F5230600,OSNE-LE-VAL,52370,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,861083.483918185,6824471.67363483,26,FLG
F5210001,Le Tarnier à Noncourt,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Tarnier,F5214000,NONCOURT-SUR-LE-RONGEANT,52357,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,865653.701369862,6815524.28858448,26,FLG
F5500001,La Saulx à Pancey,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Saulx,F5--0200,PANCEY,52376,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,869438.412785387,6821357.02009133,26,FLG
F1210001,Le Ceffondet à Ceffonds,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Ceffondet,F1210600,THILLEUX,52487,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,832424.651954021,6817916.66344828,26,FLG
F1200001,La Vivoire à Mertrud,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Vivoire,F1202000,MERTRUD,52321,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,838413.844901674,6816145.22109658,26,FLG
F5310001,Le Blaiseron à Flammerecourt,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Blaiseron,F5310600,FLAMMERECOURT,52201,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,851351.815207608,6807451.07946474,26,FLG
F5150001,Le Rognon à Andelot-Blancheville,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Rognon,F51-0400,ANDELOT-BLANCHEVILLE,52008,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,870870.828774878,6796023.89102618,26,FLG
F1140001,la Renne à Rennepont,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Renne,F1140600,RENNEPONT,52419,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,838230.060333092,6784620.54649605,26,FLG
F5040001,Le Ruisseau des Riats à Foulain,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Ruisseau de Val Darde,F5041000,FOULAIN,52205,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,865520.879016142,6772744.59807782,26,FLG
F5300001,La Blaise à Juzennecourt,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Blaise,F53-0400,JUZENNECOURT,52253,52,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,847564.732349501,6788528.79958477,26,FLG
M0613011,Le Gast (route de Chammes),2014,complémentaire,2014-10-27,Ecoulement non visible,2,Ecoulement non visible,2,Le Gast,M0617200,SAINT-JEAN-SUR-ERVE,53228,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,447676.37420327,6777576.86048278,26,FLG
M3520001,Le Ruisseau de Brault,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Brault,M3524300,HOUSSAY,53117,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,421783.430377403,6765499.50573103,26,FLG
M3600911,Le Pont Perdreau à Azé,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Pont Perdreau,M3604000,FROMENTIERES,53101,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,424070.803404491,6755670.98022655,26,FLG
M3760001,L'Hière à Peuton,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Hière,M3764000,PEUTON,53178,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,414945.5025,6760646.885,26,FLG
M3610001,Le Béron à Bierné,2014,complémentaire,2014-10-27,Ecoulement non visible,2,Ecoulement non visible,2,le Béron,M3615300,BIERNE,53029,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,435533.552968186,6751298.15099549,26,FLG
M0674011,La Taude à Grez-en-Bouère,2014,complémentaire,2014-10-27,Ecoulement visible faible,1f,Ecoulement visible,1,la Taude,M0674000,GREZ-EN-BOUERE,53110,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,436552.37546875,6759510.10960937,26,FLG
M3340911,Le Barbé à la Comté,2014,complémentaire,2014-10-27,Ecoulement non visible,2,Ecoulement non visible,2,Le Barbé,M3344000,LA CHAPELLE-ANTHENAISE,53056,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,429550.294375,6787604.95,26,FLG
M0640001,La Vaige à Vaiges,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Vaige,M06-0310,VAIGES,53267,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,440370.855973673,6775076.40705006,26,FLG
M3514011,l'Ouette au Pont Pineau,2014,complémentaire,2014-10-27,Ecoulement visible faible,1f,Ecoulement visible,1,rivière l'Ouette,M3514000,SOULGE-SUR-OUETTE,53262,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,436510.203636846,6778374.87844155,26,FLG
M3774011,Le Chéran à Congrier,2014,complémentaire,2014-10-27,Ecoulement visible faible,1f,Ecoulement visible,1,ruisseau le Chéran,M3774000,SAINT-SATURNIN-DU-LIMET,53253,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,392322.508121334,6754028.56585656,26,FLG
M6230001,Le Gueubert,2014,complémentaire,2014-10-28,Ecoulement visible faible,1f,Ecoulement visible,1,la Goulaine,M6234000,VALLET,44212,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,372020.531751813,6685068.44553349,26,FLG
M3744012,L'Uzure à Saint-Michel-de-la-Roë,2014,complémentaire,2014-10-27,Ecoulement visible faible,1f,Ecoulement visible,1,l'Uzure,M3744000,SAINT-MICHEL-DE-LA-ROE,53242,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,391548.752963176,6761022.24302789,26,FLG
M3744011,La Pelleterie à la Roë,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,ruisseau de la Pelleterie,M3744200,LA ROE,53191,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,393412.982249348,6764047.1055958,26,FLG
M3720001,La Mée à Bas Pingenay,2014,complémentaire,2014-10-27,Ecoulement non visible,2,Ecoulement non visible,2,la Mée,M3724000,LAUBRIERES,53128,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,397144.312528737,6769583.15021738,26,FLG
M3711811,Moulin de MERAL,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Oudon,M3--0180,COSSE-LE-VIVIEN,53077,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,403108.63265625,6769886.03109375,26,FLG
M3200001,Le Bois,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Colmont,M32-0300,HEUSSE,50245,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,414596.181116352,6829138.94993265,26,FLG
M3300001,L'Ernée à Carelles,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Ernée,M33-0300,LEVARE,53132,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,410826.073327913,6818890.36966036,26,FLG
M3014012,Les Raimbaudières à Javron,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,Les Raimbaudières,M3018200,JAVRON-LES-CHAPELLES,53121,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,455581.019296875,6817402.27109375,26,FLG
M0624011,Le Treulon à Blandouet,2014,complémentaire,2014-10-27,Ecoulement visible faible,1f,Ecoulement visible,1,le Treulon,M0624000,BLANDOUET,53032,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,452268.977909613,6777588.87495681,26,FLG
M3278021,L'Ouvrain à Sacé,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Ouvrain,M3276400,SACE,53195,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,425241.366875,6793356.33125,26,FLG
M3278022,le pont d'Anxure,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Anxure,M3274000,SAINT-GERMAIN-D'ANXURE,53222,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,422930.049782087,6798205.66025888,26,FLG
M3323011,Le Cormier à Houdéot,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Cormier,M3327500,CHAILLAND,53048,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,413816.867601382,6794512.70152231,26,FLG
M3403011,La Planche à Ste-Gemmes-le-Robert,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Planche,M3404600,SAINTE-GEMMES-LE-ROBERT,53218,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,449700.475924212,6793599.98658386,26,FLG
M0613012,L'Erve à Vimarcé,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,rivière l'Erve,M06-0300,VIMARCE,53274,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,458470.371627338,6791947.07166198,26,FLG
M0124011,La Vaudelle à Izé,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Vaudelle,M0124000,IZE,53120,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,453825.02504186,6797552.22191474,26,FLG
M0105611,L'Ornette à Gesvres,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Ornette,M0104000,GESVRES,53106,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,465301.738541667,6814576.91208334,26,FLG
M6204012,Le Donneau,2014,complémentaire,2014-10-28,Ecoulement visible faible,1f,Ecoulement visible,1,le Hâvre,M6204000,TEILLE,44202,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,379033.000549477,6716514.44064271,26,FLG
M0105612,Le Terrançon à St-Pierre-des-nids,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,ruisseau le terrançon,M0105600,SAINT-PIERRE-DES-NIDS,53246,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,471384.721041668,6815781.90395834,26,FLG
M3700001,L'Oudon à la sortie du Bourg,2014,complémentaire,2014-10-27,Ecoulement visible faible,1f,Ecoulement visible,1,l'Oudon,M3--0180,LA GRAVELLE,53108,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,401154.476744791,6782028.57833333,26,FLG
M3240001,L'Aron au Pont des Aulnais,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,rivière l'Aron,M32-0310,HAMBERS,53113,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,448265.206119792,6801471.72270834,26,FLG
M3504011,le Vicoin à Haut-Plessis,2014,complémentaire,2014-10-27,Ecoulement non visible,2,Ecoulement non visible,2,le Vicoin,M3504000,LE BOURGNEUF-LA-FORET,53039,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,406694.055208335,6792744.97695313,26,FLG
M3140001,Le Froulay au pont de la Bettonnière,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Froulay,M3144500,COUESMES-VAUCE,53079,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,427506.501250004,6823680.38908855,26,FLG
M3005511,La Mayenne au pont RD 221,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Mayenne,M---0090,PRE-EN-PAIL,53185,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,463753.660546879,6823453.5551823,26,FLG
M3014011,L'Aisne à la Prioulaie,2014,complémentaire,2014-10-27,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Aisne,M3014000,LE HORPS,53116,53,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,445848.425587822,6815384.18854145,26,FLG
N0000001,Le Boivre,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Boivre,N0004000,SAINT-PERE-EN-RETZ,44187,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,320296.134830164,6690755.3446623,26,FLG
N0010001,Le Haute-Perche,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,canal de haute perche,N0015002,ARTHON-EN-RETZ,44005,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,324805.891732023,6681433.86206704,26,FLG
N0113031,Le Falleron,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Falleron,N01-0300,MACHECOUL,44087,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,334678.917781302,6665422.99674591,26,FLG
M8144021,La Logne de Legé,2014,complémentaire,2014-10-28,Ecoulement non visible,2,Ecoulement non visible,2,la Logne,M8144000,LEGE,44081,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,350552.114285989,6652190.74255955,26,FLG
M8205021,L'Ognon,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Ognon,M8205000,LA PLANCHE,44127,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,363948.733837501,6664699.00766586,26,FLG
M8150001,Le Redour,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Redour,M8154000,SAINT-PHILBERT-DE-GRAND-LIEU,44188,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,351371.868777456,6670716.26033165,26,FLG
M7453011,L'Osée,2014,complémentaire,2014-10-28,Ecoulement non visible,2,Ecoulement non visible,2,l'Osée,M7454200,REMOUILLE,44142,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,369303.401620264,6670604.46149147,26,FLG
