<CdSiteHydro>,<LbSiteHydro>,<Annee>,<TypeCampObservations>,<DtRealObservation>,<LbRsObservationDpt>,<RsObservationDpt>,<LbRsObservationNat>,<RsObservationNat>,<NomEntiteHydrographique>,<CdTronconHydrographique>,<LbCommune>,<CdCommune>,<CdDepartement>,<LbRegion>,<NomCircAdminBassin>,<CoordXSiteHydro>,<CoordYSiteHydro>,<ProjCoordSiteHydro>,FLG
M7302421,Le Chaintreau,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Chaintreau,M7304000,MOUZILLON,44108,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,376500.472660117,6677192.4902531,26,FLG
M7314011,La Logne de Vallet,2014,complémentaire,2014-10-28,Ecoulement non visible,2,Ecoulement non visible,2,la Logne,M7316700,VALLET,44212,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,378725.471580882,6682199.37257138,26,FLG
J9400001,Les Perrières,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,"",J9406900,SAINT-MOLF,44183,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,290586.808901966,6712274.00545845,26,FLG
M8503011,Le Moulin Foulon,2014,complémentaire,2014-10-28,Assec,3,Assec,3,le Moulin à Foulon,M8505450,QUILLY,44139,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,327101.605824214,6717546.81817031,26,FLG
M8503012,Canal de la Fleur,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,canal de la Fleur,M8505002,SAINTE-ANNE-SUR-BRIVET,44152,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,321305.282948775,6720267.74605529,26,FLG
J9210001,La Basse Marée,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Basse Marée,J9214000,PLESSE,44128,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,333811.4317764,6726881.87265106,26,FLG
J9202511,Le Pont-Serin,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Farinelais,J9204000,FAY-DE-BRETAGNE,44056,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,337283.631566096,6714215.75315938,26,FLG
J7953011,Le Cétrais,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,ruisseau de cétrais,J7954700,NOZAY,44113,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,355998.238892338,6730298.21682272,26,FLG
J7940001,La Cône,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Cône,J7944000,JANS,44076,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,355537.985510298,6736878.01246488,26,FLG
J7610001,La Brutz,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Brutz,J7614000,NOYAL-SUR-BRUTZ,44112,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,374212.064829752,6750953.57663169,26,FLG
J7803021,L'Aujuais,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,ruisseau de l'aujuais,J7804200,SOUDAN,44199,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,378202.576158317,6745579.42639981,26,FLG
J7910001,La Gravelle,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Don,J79-0300,JUIGNE-DES-MOUTIERS,44078,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,386375.342077169,6737648.70149147,26,FLG
M6325011,L'Erdre,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Erdre,M63-0300,SAINT-MARS-LA-JAILLE,44180,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,386458.773627856,6722914.94112823,26,FLG
M6333021,La Guinelière,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Guinelière,M6337800,PETIT-MARS,44122,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,363668.293721127,6712230.05223451,26,FLG
M6340001,Le Hocmard,2014,complémentaire,2014-10-28,Ecoulement visible faible,1f,Ecoulement visible,1,boire de nay,M6345300,GRANDCHAMPS-DES-FONTAINES,44066,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,354880.71041492,6704772.03552506,26,FLG
M6357022,Le Cens,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Cens,M6357000,VIGNEUX-DE-BRETAGNE,44217,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,345490.325453413,6698555.24351784,26,FLG
M6357021,Le Gesvres,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Gesvres,M6354000,VIGNEUX-DE-BRETAGNE,44217,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,346019.533461254,6702289.2804028,26,FLG
M8000021,La Chézine,2014,complémentaire,2014-10-28,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Chèzine,M8004000,SAUTRON,44194,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,348027.624843191,6693733.25195509,26,FLG
M6110001,La Grée,2014,complémentaire,2014-10-28,Ecoulement non visible,2,Ecoulement non visible,2,le Grée ou Pouillé,M6114000,LA ROCHE-BLANCHE,44222,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,385943.72351182,6709940.74266868,26,FLG
M6204011,Le Hâvre,2014,complémentaire,2014-10-28,Ecoulement visible faible,1f,Ecoulement visible,1,le Hâvre,M6204000,COUFFE,44048,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,376120.315679744,6707161.72594016,26,FLG
M6214011,La Divatte,2014,complémentaire,2014-10-28,Ecoulement visible faible,1f,Ecoulement visible,1,la Divatte,M6214000,BARBECHAT,44008,44,PAYS-DE-LA-LOIRE,LOIRE-BRETAGNE,376710.553488909,6694578.73053123,26,FLG
Y3310011,Le Salaison à Le Cres,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Salaison,Y3310500,LE CRES,34090,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,774954.700490675,6285211.96918774,26,FLG
Y2140022,le ruisseau de l'Aurelle à Popian,2014,usuelle,2014-08-29,Assec,3,Assec,3,l'Aurelle,Y2141320,POPIAN,34208,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,743129,6280124,26,FLG
Y3020001,La Vène à Poussan,2014,usuelle,2014-08-29,Assec,3,Assec,3,La Vène,Y3020500,POUSSAN,34213,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,756188.498468613,6264319.24530757,26,FLG
Y3330001,Le Bérange à Candillargues,2014,usuelle,2014-08-29,Ecoulement visible faible,1f,Ecoulement visible,1,Le Bérange,Y3330500,CANDILLARGUES,34050,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,787366.637383043,6280312.7885243,26,FLG
Y2200001,La Brèze à Saint-Etienne-de-Gourgas,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Brèze,Y2200540,SAINT-ETIENNE-DE-GOURGAS,34251,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,730714.917209039,6297903.053758,26,FLG
Y2100023,L'Alzon à Saint-Bauzille-de-Putois,2014,usuelle,2014-08-29,Assec,3,Assec,3,L'Alzon,Y2100600,SAINT-BAUZILLE-DE-PUTOIS,34243,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,762157.9,6312872.5,26,FLG
Y2140021,Le ruisseau de Gassac à Aniane,2014,usuelle,2014-08-29,Assec,3,Assec,3,le Gassac,Y2140500,ANIANE,34010,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,747576.5,6284751.5,26,FLG
Y2120001,Le Lamalou à Rouet,2014,usuelle,2014-08-29,Ecoulement non visible,2,Ecoulement non visible,2,Le Lamalou,Y2120500,ROUET,34236,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,763817.4,6302287.5,26,FLG
Y2110001,La Buèges à Saint-Jean-de-Buèges,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Buèges,Y2110520,SAINT-JEAN-DE-BUEGES,34264,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,750356.4,6303381.5,26,FLG
Y2520021,La Mare à Castanet-le-Haut,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Mare,Y2520500,CASTANET-LE-HAUT,34055,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,698622.7,6285348.5,26,FLG
Y3454023,La Bénovie à Boisseron,2014,usuelle,2014-08-29,Assec,3,Assec,3,La Bénovie,Y3450600,BOISSERON,34033,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,787389.2,6296443.5,26,FLG
O4010001,L'Agout à Fraisse-sur-Agout,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,L'Agout,O4--0250,FRAISSE-SUR-AGOUT,34107,34,LANGUEDOC-ROUSSILLON,ADOUR-GARONNE,682878.662501648,6277745.48767511,26,FLG
Y1605062,La Cesse à Cassagnoles,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Cesse,Y1600500,FERRALS-LES-MONTAGNES,34098,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,669998.122678038,6253922.46058992,26,FLG
Y2540031,La Salesse à Courniou ,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Salesse,Y2540520,COURNIOU,34086,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,676567.2,6263773,26,FLG
Y1612051,La Nazoure à Cruzy,2014,usuelle,2014-08-29,Assec,3,Assec,3,la Nazoure,Y1610600,CRUZY,34092,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,695211.900927638,6250609.11197841,26,FLG
Y2580511,Le Lirou à Maureilhan,2014,usuelle,2014-08-29,Assec,3,Assec,3,Le Lirou,Y2580500,MAUREILHAN,34155,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,709830.193537919,6251596.0725547,26,FLG
Y2540032,L'Esparaso à Saint-Etienne-d'Albagnan,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Esparaso,Y2540640,SAINT-ETIENNE-D'ALBAGNAN,34250,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,688437.602711125,6270084.50864657,26,FLG
Y2510031,Le Gravezon à Lunas,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Graveson,Y2510500,LUNAS,34144,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,715889.7,6290432.5,26,FLG
Y2410011,Le Libron à Magalas,2014,usuelle,2014-08-29,Ecoulement visible faible,1f,Ecoulement visible,1,Le Libron,Y24-0400,MAGALAS,34147,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,717336.874023715,6263855.92181305,26,FLG
Y2360001,La Thongue à Abeilhan,2014,usuelle,2014-08-29,Ecoulement visible faible,1f,Ecoulement visible,1,La Thongue,Y2360500,ABEILHAN,34001,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,724550.135591052,6261230.76157224,26,FLG
Y2220001,La Lergue à Le Bosc,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Lergue,Y22-0400,LE BOSC,34036,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,731110.7,6286755.5,26,FLG
Y2560031,Le Vernazobre à Pierrerue,2014,usuelle,2014-08-29,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Vernazobre,Y2560500,PIERRERUE,34201,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,697804.793458904,6259042.12229766,26,FLG
Y3200031,Le Lirou à Prades-le-Lez,2014,usuelle,2014-08-29,Assec,3,Assec,3,Le Lirou,Y3200500,PRADES-LE-LEZ,34217,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,769736.4,6290749.5,26,FLG
Y2440001,Le Libron à Vias,2014,usuelle,2014-08-29,Assec,3,Assec,3,Le Libron,Y24-0400,VIAS,34332,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,732557.838139393,6245887.61876623,26,FLG
Y2570051,Le Taurou à Murviel-les-Béziers,2014,usuelle,2014-08-29,Assec,3,Assec,3,Le Taurou,Y2570600,MURVIEL-LES-BEZIERS,34178,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,712867.41907016,6259608.94661951,26,FLG
Y2230011,La Marette à Octon,2014,usuelle,2014-08-29,Ecoulement visible faible,1f,Ecoulement visible,1,La Marette,Y2230560,OCTON,34186,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,724409.729755538,6283878.65785978,26,FLG
Y2220002,Le Rivernoux à Le Bosc,2014,usuelle,2014-08-29,Ecoulement visible faible,1f,Ecoulement visible,1,le ruisseau de Rivernoux,Y2220520,LE BOSC,34036,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,730979.9,6287232,26,FLG
Y3320001,La Cadoule à Castries,2014,usuelle,2014-08-29,Assec,3,Assec,3,La Cadoule,Y3320520,CASTRIES,34058,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,779400.3,6285579.5,26,FLG
Y3100001,La Mosson à Combaillaux,2014,usuelle,2014-08-29,Ecoulement non visible,2,Ecoulement non visible,2,La Mosson,Y31-0400,COMBAILLAUX,34082,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,762787.7,6285455,26,FLG
Y2320001,La Boyne à Cabrières,2014,usuelle,2014-08-29,Assec,3,Assec,3,La Boyne,Y2320500,CABRIERES,34045,34,LANGUEDOC-ROUSSILLON,RHONE-MEDITERRANEE-CORSE,729414.387299952,6275053.22432181,26,FLG
O8410001,Le Vers à Cabrerets,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le Vers,O8410500,CRAS,46079,46,MIDI-PYRENEES,ADOUR-GARONNE,585345.389200385,6383068.82830935,26,FLG
O6170001,La Séoune à Bagat-en-Quercy,2014,complémentaire,2014-11-26,Ecoulement non visible,2,Ecoulement non visible,2,La Séoune,O61-0460,BAGAT-EN-QUERCY,46014,46,MIDI-PYRENEES,ADOUR-GARONNE,558482.630000847,6367370.1356001,26,FLG
O5920001,Le Lemboulas à Castelnau-Montratier,2014,complémentaire,2014-11-26,Ecoulement non visible,2,Ecoulement non visible,2,Le Lemboulas,O59-0400,CASTELNAU-MONTRATIER,46063,46,MIDI-PYRENEES,ADOUR-GARONNE,573247.5,6350166.5,26,FLG
O8500001,Le Lissourgues à Anglars-Juillac,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le Lissourgues,O8500500,ANGLARS-JUILLAC,46005,46,MIDI-PYRENEES,ADOUR-GARONNE,557084.103753535,6376437.11913539,26,FLG
O8450003,Le Pic à Saint-Denis-Catus,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le Pic,O8450560,SAINT-DENIS-CATUS,46264,46,MIDI-PYRENEES,ADOUR-GARONNE,571827.215132621,6386332.43353557,26,FLG
P2410001,Le Céou à Concores,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le Céou,P24-0400,DEGAGNAC,46087,46,MIDI-PYRENEES,ADOUR-GARONNE,569905.806895502,6400377.52340089,26,FLG
O5950001,La Lupte à Flaugnac,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,La Lupte,O5950500,FLAUGNAC,46103,46,MIDI-PYRENEES,ADOUR-GARONNE,573645.851891055,6355039.10360643,26,FLG
P2184312,Le ruisseau du Limon à Meyronne,2014,complémentaire,2014-10-24,Assec,3,Assec,3,Le ruisseau du Limon,P2180530,MEYRONNE,46192,46,MIDI-PYRENEES,ADOUR-GARONNE,587870.58828592,6419653.54097554,26,FLG
O6110001,La Grande Barguelonne à Flaugnac,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,La Barguelonne,O61-0400,FLAUGNAC,46103,46,MIDI-PYRENEES,ADOUR-GARONNE,572306.1,6357918.5,26,FLG
O6125011,Le Verdanson à Lascabanes,2014,complémentaire,2014-11-26,Assec,3,Assec,3,Le Verdanson,O6120820,LASCABANES,46158,46,MIDI-PYRENEES,ADOUR-GARONNE,565257.860740535,6361716.47448535,26,FLG
O6125012,La Petite Barguelonne à Saint-Pantaléon,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,La Petite Barguelonne,O6120500,SAINT-PANTALEON,46285,46,MIDI-PYRENEES,ADOUR-GARONNE,560766.3,6364017,26,FLG
O8510001,Le ruisseau de Saint-Matré à Grézels,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de Saint-Matré,O8510560,GREZELS,46130,46,MIDI-PYRENEES,ADOUR-GARONNE,552695.202823931,6375422.85730612,26,FLG
O8450001,Le ruisseau de la Masse aux Junies,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de la Masse,O8450600,LES JUNIES,46134,46,MIDI-PYRENEES,ADOUR-GARONNE,559647.287287181,6382313.65468048,26,FLG
O8450002,Le Vert à Saint-Denis-Catus,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le Vert,O8450500,SAINT-DENIS-CATUS,46264,46,MIDI-PYRENEES,ADOUR-GARONNE,572534.066996271,6386163.19181779,26,FLG
O8410002,Le Vers à Vers,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Vers,O8410500,VERS,46331,46,MIDI-PYRENEES,ADOUR-GARONNE,585259.9,6378942,26,FLG
P2350003,La Marcillande à Payrignac,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Marcillande,P2350500,PAYRIGNAC,46216,46,MIDI-PYRENEES,ADOUR-GARONNE,567532.863424631,6409814.02443908,26,FLG
P2350001,La Melve à Milhac,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Melve,P2350570,MILHAC,46194,46,MIDI-PYRENEES,ADOUR-GARONNE,568978.498817567,6411863.65903206,26,FLG
P2350002,La Relinquière à Milhac,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Relinquière,P2350600,MILHAC,46194,46,MIDI-PYRENEES,ADOUR-GARONNE,570081.8,6411920.5,26,FLG
P2420001,Le ruisseau du Bléou à Gourdon,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de Bléou,P2420500,GOURDON,46127,46,MIDI-PYRENEES,ADOUR-GARONNE,571424.341181467,6402077.59925502,26,FLG
P2330001,Le ruisseau de Tournefeuille à Lamothe-Fènelon,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de Tournefeuille,P2330500,LAMOTHE-FENELON,46152,46,MIDI-PYRENEES,ADOUR-GARONNE,574532.521193863,6416096.58782501,26,FLG
P2054011,La Bave à Prudhomat,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Bave,P20-0400,PRUDHOMAT,46228,46,MIDI-PYRENEES,ADOUR-GARONNE,605686.634386742,6421972.80076551,26,FLG
P2150001,Le ruisseau de la Doue à Martel,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le Vignon,P2150500,MARTEL,46185,46,MIDI-PYRENEES,ADOUR-GARONNE,589211.184093449,6430391.18414401,26,FLG
P2184313,Le ruisseau de Rignac à Rignac,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de Rignac,P2181130,RIGNAC,46238,46,MIDI-PYRENEES,ADOUR-GARONNE,596884.844932396,6412545.23868882,26,FLG
P2184312,Le ruisseau du Limon à Meyronne,2014,complémentaire,2014-11-26,Ecoulement non visible,2,Ecoulement non visible,2,Le ruisseau du Limon,P2180530,MEYRONNE,46192,46,MIDI-PYRENEES,ADOUR-GARONNE,587870.58828592,6419653.54097554,26,FLG
P2184311,Le ruisseau d'Alvignac à Alvignac,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau d'Alvignac,P2181120,ALVIGNAC,46003,46,MIDI-PYRENEES,ADOUR-GARONNE,595696.149131332,6414955.65776531,26,FLG
P2240001,L'Alzou à Gramat,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,L'Alzou,P22-0430,GRAMAT,46128,46,MIDI-PYRENEES,ADOUR-GARONNE,598510.2,6409696.5,26,FLG
P2120001,Le Maumont à Vayrac,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le Maumont,P2120590,VAYRAC,46330,46,MIDI-PYRENEES,ADOUR-GARONNE,598430.2,6429182.5,26,FLG
P2184310,La Tourmente à Saint-Denis-Les-Martel,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,La Tourmente,P21-0430,SAINT-DENIS-LES-MARTEL,46265,46,MIDI-PYRENEES,ADOUR-GARONNE,594929.860030149,6428360.01064213,26,FLG
O8310001,Le ruisseau du Saint-Perdoux à Viazac,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de Saint-Perdoux,O8310520,VIAZAC,46332,46,MIDI-PYRENEES,ADOUR-GARONNE,626171.128171695,6392820.52290882,26,FLG
O8300001,Le ruisseau du Sibergues à Prendeignes,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Sibergues,O8300720,PRENDEIGNES,46226,46,MIDI-PYRENEES,ADOUR-GARONNE,627823.839747015,6398182.18007725,26,FLG
O8290001,Le ruisseau de Guirande à Felzins,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de Guirande,O8290500,FELZINS,46101,46,MIDI-PYRENEES,ADOUR-GARONNE,632198.7,6391652.5,26,FLG
O8280001,Le Veyre à Linac,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Veyre,O8280500,LINAC,46174,46,MIDI-PYRENEES,ADOUR-GARONNE,630350.7,6395967,26,FLG
P2000001,Le Mamoul à Sousceyrac,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Mamoul,P2000500,SOUSCEYRAC,46311,46,MIDI-PYRENEES,ADOUR-GARONNE,622908,6422829.5,26,FLG
P2210001,Le ruisseau d'Aynac à l'aval d'Aynac,2014,complémentaire,2014-11-26,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de Trémenouze,P2210500,RUEYRES,46243,46,MIDI-PYRENEES,ADOUR-GARONNE,608895.3,6407306.5,26,FLG
P2030002,Le Cayla à Sousceyrac,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Cayla,P2030610,SOUSCEYRAC,46311,46,MIDI-PYRENEES,ADOUR-GARONNE,624921.9,6418749.5,26,FLG
P2030001,Le Tolerme à Sénaillac-Latronquière,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Tolerme,P2030500,SENAILLAC-LATRONQUIERE,46302,46,MIDI-PYRENEES,ADOUR-GARONNE,625955.88529627,6414333.40518551,26,FLG
P2020001,La Bave à Latouille-Lentillac,2014,complémentaire,2014-11-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Bave,P20-0400,LADIRAT,46146,46,MIDI-PYRENEES,ADOUR-GARONNE,618269.1,6416822,26,FLG
O8410001,Le Vers à Cabrerets,2014,complémentaire,2014-10-24,Ecoulement visible faible,1f,Ecoulement visible,1,Le Vers,O8410500,CRAS,46079,46,MIDI-PYRENEES,ADOUR-GARONNE,585345.389200385,6383068.82830935,26,FLG
O6170001,La Séoune à Bagat-en-Quercy,2014,complémentaire,2014-10-24,Ecoulement non visible,2,Ecoulement non visible,2,La Séoune,O61-0460,BAGAT-EN-QUERCY,46014,46,MIDI-PYRENEES,ADOUR-GARONNE,558482.630000847,6367370.1356001,26,FLG
O5920001,Le Lemboulas à Castelnau-Montratier,2014,complémentaire,2014-10-24,Ecoulement non visible,2,Ecoulement non visible,2,Le Lemboulas,O59-0400,CASTELNAU-MONTRATIER,46063,46,MIDI-PYRENEES,ADOUR-GARONNE,573247.5,6350166.5,26,FLG
O8500001,Le Lissourgues à Anglars-Juillac,2014,complémentaire,2014-10-24,Ecoulement visible faible,1f,Ecoulement visible,1,Le Lissourgues,O8500500,ANGLARS-JUILLAC,46005,46,MIDI-PYRENEES,ADOUR-GARONNE,557084.103753535,6376437.11913539,26,FLG
O8450003,Le Pic à Saint-Denis-Catus,2014,complémentaire,2014-10-24,Ecoulement visible faible,1f,Ecoulement visible,1,Le Pic,O8450560,SAINT-DENIS-CATUS,46264,46,MIDI-PYRENEES,ADOUR-GARONNE,571827.215132621,6386332.43353557,26,FLG
P2410001,Le Céou à Concores,2014,complémentaire,2014-10-24,Ecoulement visible faible,1f,Ecoulement visible,1,Le Céou,P24-0400,DEGAGNAC,46087,46,MIDI-PYRENEES,ADOUR-GARONNE,569905.806895502,6400377.52340089,26,FLG
O5950001,La Lupte à Flaugnac,2014,complémentaire,2014-10-24,Ecoulement visible faible,1f,Ecoulement visible,1,La Lupte,O5950500,FLAUGNAC,46103,46,MIDI-PYRENEES,ADOUR-GARONNE,573645.851891055,6355039.10360643,26,FLG
O6110001,La Grande Barguelonne à Flaugnac,2014,complémentaire,2014-10-24,Ecoulement visible faible,1f,Ecoulement visible,1,La Barguelonne,O61-0400,FLAUGNAC,46103,46,MIDI-PYRENEES,ADOUR-GARONNE,572306.1,6357918.5,26,FLG
O6125011,Le Verdanson à Lascabanes,2014,complémentaire,2014-10-24,Assec,3,Assec,3,Le Verdanson,O6120820,LASCABANES,46158,46,MIDI-PYRENEES,ADOUR-GARONNE,565257.860740535,6361716.47448535,26,FLG
O6125012,La Petite Barguelonne à Saint-Pantaléon,2014,complémentaire,2014-10-24,Assec,3,Assec,3,La Petite Barguelonne,O6120500,SAINT-PANTALEON,46285,46,MIDI-PYRENEES,ADOUR-GARONNE,560766.3,6364017,26,FLG
O8510001,Le ruisseau de Saint-Matré à Grézels,2014,complémentaire,2014-10-24,Ecoulement visible faible,1f,Ecoulement visible,1,Le ruisseau de Saint-Matré,O8510560,GREZELS,46130,46,MIDI-PYRENEES,ADOUR-GARONNE,552695.202823931,6375422.85730612,26,FLG
